Title,Description,Category,Collection,Tags,Vendor,Product type ,Price,weight,skunumber
Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Eau de Toilette Spray 100ml,"No gentleman would be without a fine fragrance. Spray on this signature scent with unmistakeable notes of black pepper, amber sandalwood and sea buckthorn.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Scottish Fine Soaps,40.732,100ml,2227
Colour Me Homme Volt Eau de Parfum Spray 100ml,"Zesty, aromatic and distinctive. Add some spark to your style with the help of colour me volt, an electrifying men's fragrance blending together citrus, pepper, and ambroxan. Colour me volt is a daring perfume for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,22.015,100ml,2228
Colour Me Homme Black Eau de Parfum Spray 100ml Gift Set,"Fresh, sensual and invigorating. Embrace your best self with Colour Me Black, an invigorating fragrance designed for men. Bergamot and water fruits are followed by intense geranium and vanilla for a divine perfume for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,27.54,100ml,2229
Hollister Canyon Rush for Him Eau de Toilette 100ml,Hollister Canyon Rush For Him is a Fougere Aromatic fragrance that capsules the energy of going downhill.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hollister,30.6,100ml,2230
Ralph Lauren Polo Red Parfum Refill 150ml,"Confidence, sensuality, intensity. The open road is a siren‚Äôs song. The desert heat captivates you; the golden-hour horizon beckons‚Äîvast, mysterious, yours to discover. Ralph Lauren Polo Red Parfum is into-the-night long-lasting and undeniably intense. An overdose of absinthe intoxicates, while fresh and opulent orris softens the edge. Sustainable bergamot and diva lavender heart merge to refine the captivating scent. The classic masculinity of cedarwood finishes the trip with seductive ruggedness. This journey into the desert expanse is an unforgettable thrill.
Seductive. Mysterious. Long-lasting.

Fragrance family: Woody Ambery

Notes:
Sustainable Bergamot heart, Blood Orange oil, Pink Peppercorn (top notes)
Absinthe oil, Orris (tbd), Sustainable Diva Lavender heart (middle notes)
Musk accord, Cedarwood heart, Opoponax accord (base notes)

How to use: Spray on pulse points such as wrists, neck, chest, wherever you feel a heartbeat.

Ralph Lauren is an iconic designer known for defining American style through his men‚Äôs and women‚Äôs fashions, home furnishings, accessories and fragrances. The world of Ralph Lauren conveys a timeless luxury lifestyle with an enduring spirit of success, style and a sense of togetherness.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Ralph Lauren,152.915,150ml,2231
Dolce&Gabbana The One For Men Eau de Toilette Spray 100ml Gift Set,"Dolce&Gabbana The One For Men Eau de Parfum is an amber signature for men offering a deeper fragrance experience for the perfume connoisseur. Masculine and magnetic, this highly intense scent is a statement of charisma and sophistication.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Dolce&Gabbana,144.5,100ml,2232
Jean Paul Gaultier Scandal Pour Homme Le Parfum Eau de Parfum Spray 100ml,"The show must go on! Making his triumphant entrance to the cheers of the crowd, this boxing legend is back. Jean Paul Gaultier Scandal Pour Homme Le Parfum makes a champion of bravado simply oozing sex appeal. A new Eau de Parfum intense with an even sexier and more outrageous punch. Check out the theatrical case and black lacquered torso. Ready to knock you out with the first spray of this woody amber fragrance. A high-voltage performance right up to his victory.

A scandalously intense Eau de Parfum with warm woody notes.

Woody amber Eau de Parfum Intense by Quentin Bisch, Nathalie Cetto and Christophe Raynaud.

Scandal? This sexy boxer takes her by surprise. Knock ‚Äòem for six with sweet geranium. Punch hard with an uppercut of delicious tonka bean. Finish with sensual sandalwood. His tactic always works! One little spray and it‚Äôs a knock-out. Overwhelmed by addictive woody amber notes. What a performance!

Ingredients: Alcohol Denat.0, Parfum (Fragrance), Aqua (Water), Limonene, Coumarin, Butyl Methoxydibenzoylmethane, Linalool, Benzyl Salicylate, Citronellol, Alpha-isomethyl Ionone, Citral, Cinnamal, Geraniol, Ci 60730 (Ext. Violet 2), Ci 19140 (Yellow 5), Ci 14700 (Red 4), Ci 42090 (Blue 1).",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jean Paul Gaultier,158.525,100ml,2233
Jump - Eau de Toilette Spray 100ml,"JOOP! Jump is an aromatic-foug√®re fragrance for men. The fresh, masculine top notes include rosemary, caraway and zesty grapefruit, which develop into an attractive, magnetic heart of coriander and heliotrope flower. Tonka bean, vetiver and musk compose the irresistibly sensual finish of this Eau de Toilette.

Fragrance Family: Citrus
Top Notes: Rosemary, caraway, grapefruit
Heart Notes: Coriander, heliotrope
Base Notes: Tonka bean, musk and vetiver",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,JOOP!,42.415,100ml,2234
Abercrombie & Fitch Authentic Night Man Eau de Toilette 100ml,"Authentic Night Man is for the man who thrives on living life with unapologetic spirit and energy, the man who always cheers for his friends and loved ones According to perfumer Gil Clavien, ""I wanted to create a 'see-through' effect to tell the story of contrast and tension.""",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,57.545,100ml,2235
Coach For Men Green Eau de Toilette 60ml Gift Set,"Coach Green is inspired by the relaxing feeling of vivid green escapes amidst the dynamic energy of the city. Perfumer Marie Salamagne captured this feeling with a signature scent that offers the perfect balance between a lively urban spirit and a natural, out-of-time feeling.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Coach,70.805,60ml,2236
Versace Man Eau Fraiche Eau de Toilette Spray 200ml,"Versace boast a selection of classic scents at Fragrance Direct. Versace Man Eau Fraiche Eau de Toilette is a fresh aquatic perfume for men. Perfect for a lover of luxury, who is stylish yet elegant. Versace Man presents a fragrance with an explosion of bergamot and black pepper, enveloped by sensual notes of kashmir wood and rich tobacco leaves. Ultra-sophisticated, for the man who knows how to enjoy life to the fullest! Versace Man Eau Fraiche opens with top notes of star fruit, lemon, cardamom, rosewood and bergamot. The fragrance then blends seamlessly into a unique heart of pepper, cedar, sage and tarragon. The base to Versace Eau Fraiche includes notes of sycamore, musk, lotus and amber.

Please note: We are able to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,164.05,200ml,2237
Armaf Club De Nuit Intense Man Pure Parfum Spray 150ml,"A sophisticated masculine fragrance with bold tones of citrus, wood and spice. Club De Nuit Intense Man invites a fresh head of lemon, bergamot, pineapple, apple and blackcurrant. The heart features distinctive elements of birch, rose and jasmine. A final accord combines ambergris, musk, vanilla and patchouli.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,100.98,150ml,2238
Armaf Club De Nuit Sillage Eau de Parfum Spray 30ml,"Club de Nuit Sillage is a sharp and commanding fragrance delivering outstanding strength and tenacity. It uncovers a crisp citrus opening with bergamot, lemon, lime, ginger, and violet leaf. The heart is composed of florals; jasmine, iris, and rose meld together for a passionate accord. The base indulges sandalwood, musk, ambroxan, and cedar.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,33.915,30ml,2239
Jump - Eau de Toilette Spray 100ml,"JOOP! Jump is an aromatic-foug√®re fragrance for men. The fresh, masculine top notes include rosemary, caraway and zesty grapefruit, which develop into an attractive, magnetic heart of coriander and heliotrope flower. Tonka bean, vetiver and musk compose the irresistibly sensual finish of this Eau de Toilette.

Fragrance Family: Citrus
Top Notes: Rosemary, caraway, grapefruit
Heart Notes: Coriander, heliotrope
Base Notes: Tonka bean, musk and vetiver",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,JOOP!,42.415,100ml,2240
Shay & Blue Tallulah's Camellia Eau de Parfum Spray 100ml,A rebellious and spirited floral is guaranteed to stand out. Elegant bluebells set the scene as the soft whisper of white flowers dance on the breeze. Blond woods embrace you as you succumb to temptation.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2241
Tommy Hilfiger Impact Eau de Toilette Spray 50ml,"For those who dare to dream and those who strive to do, Impact Eau de Toilette is a woody aromatic scent for men who are ready to take on the world. Supported by striking citrus, smoky aromatics and a trio of precious wood notes, Impact empowers the next generation of visionaries through a captivating coca leaf accord and balancing Akigalawood¬Æ, a spicy, woody extract of patchouli. Bold and dynamic, Impact awakens the senses and encourages you to go after your own great story. It‚Äôs time to go for Impact.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,64.175,50ml,2242
Shay & Blue Melrose Apple Blossom Eau de Parfum Spray 100ml,"A 'F' It Lets go' fragrance designed for life. Dancing blossoms spiked with moreish salted toffee apple, sharp lemon bamboo and cool chilled amber. A fun and frivolous fragrance that's all apples and no apps!",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2243
Jimmy Choo Man Aqua Eau de Toilette 50ml,The fragrance of a man who embraces life head-on with this Woody Marine Eau de Toilette.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jimmy Choo,79.05,50ml,2244
Jimmy Choo Man Aqua Eau de Toilette 100ml,The fragrance of a man who embraces life head-on with this Woody Marine Eau de Toilette.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jimmy Choo,109.65,100ml,2245
Tommy Hilfiger Impact Spark Eau de Toilette Spray 50ml,"For those who dare to dream and disrupt, Impact Spark is a spirited woody fruity scent that captures the electricity of a big idea in the making. Ignite your passions as zesty Italian bergamot and green fig blend with a spiced cardamom heart for diffused, long lasting freshness. Indulge in an insatiable need to do more as Akigalawood¬Æ, a spicy, woody extract of patchouli, encourages your ambitions to run wild.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,63.325,50ml,2246
GIVENCHY Pour Homme Blue Label Eau de Toilette Spray 100ml,"Blue label is a relaxed version of GIVENCHY pour Homme. This fresh, dynamic and vibrant scent is ideal for the active man who likes to relax, unwind and feel free.
Still as elegant, but with a rebel touch.
The bottle is identical to that of GIVENCHY pour Homme but dressed in blue the colour of sky and adventure.

It reveals a woody fresh fragrance affiliated with GIVENCHY pour Homme, delivered by a combination of Davana, Cedar and Oliban woods.

Blue Label distinguishes itself by added freshness and sparkle thanks to a cocktail of grapefruit and bergamot and to the presence of Hedione.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,123.25,100ml,2247
Versace Pour Homme Eau de Toilette Spray 50ml,"Versace Pour Homme is a new fragrance and it was introduced in 2008. The nose behind this fragrance is Alberto Morillas. Top notes are citruses, neroli, bergamot and petit grain; middle notes are hyacinth, clary sage, cedar and geranium; base notes are tonka bean, musk and amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,91.63,50ml,2248
Shay & Blue Blood Oranges Eau de Parfum Spray 100ml,"Lip-smacking burst of refreshingly zesty fragrance underpinned with a rich and sensual blend of musk, woods and smoky leather. Truly uniquely unisex any time of the day.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2249
GIVENCHY Pour Homme Blue Label Eau de Toilette Spray 50ml,"Blue label is a relaxed version of GIVENCHY pour Homme. This fresh, dynamic and vibrant scent is ideal for the active man who likes to relax, unwind and feel free.
Still as elegant, but with a rebel touch.
The bottle is identical to that of GIVENCHY pour Homme but dressed in blue the colour of sky and adventure.

It reveals a woody fresh fragrance affiliated with GIVENCHY pour Homme, delivered by a combination of Davana, Cedar and Oliban woods.

Blue Label distinguishes itself by added freshness and sparkle thanks to a cocktail of grapefruit and bergamot and to the presence of Hedione.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,98.09,50ml,2250
GIVENCHY Gentleman Intense Eau de Toilette Spray 100ml,"Gentleman Givenchy reveals the new Eau de Toilette Intense, an aromatic floral woody in which gentleness embraces strength.

Blazing bergamot, basil and cardamom open the fragrance with a fusing and immediate freshness, extended by the sophistication of a gentle blue iris. The scent then deepens with powerful and generous cedarwood as well as smooth coumarin. A warm contrast unveiling a deeply captivating trail.

An addictive freshness which echoes perfectly the different facets of the Givenchy gentleman. For a man as confident as he is kind.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,132.43,100ml,2251
Dolce&Gabbana Pour Homme Eau de Toilette Spray 75ml,"Dolce&Gabbana Pour Homme is the fragrance dedicated to the elegance and style of the Italian man.

An olfactory portrait that is able to project into the collective imagination the iconic power of irresistible sex appeal and tenderness.

The fragrance opens up with neroli and citrus hints of mandarin and bergamot.
In the heart the lavander, like a Mediterranean breeze, evokes of a mother's fresh laundry and the classic essence of a father. A touch of tobacco and tonka bean provide structure for the last dry notes of wood.

With an updated, smooth glass bottle, Dolce and Gabbana Pour Homme EDT is a great scent for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Dolce&Gabbana,105.4,75ml,2252
Rabanne Phantom Eau de Toilette Refillable 150ml,"Crafted to reveal the mysterious facets of masculinity, Phantom Eau de Toilette by Rabanne reveals an intriguing aura for the man who refuses to be constrained by the limits of convention. As an undeniable enigma, he lives by the essence of self-confidence and forges his own elusive path.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rabanne,170.85,150ml,2253
Laurelle Executive Man Eau de Toilette Spray 100ml,"Laurelle Executive Man Eau de Toilette Spray encapsulates the cosmopolitan essence and sensual style of the new age man. Created with a mix of exotic spices, crisp freshness and dark woods.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Laurelle,16.915,100ml,2254
Laurelle Executive Man Fire Eau de Toilette Spray 100ml,Laurelle Executive Man Fire is a spicy fragrance for the modern man ceated with a mix of exotic spices,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Laurelle,16.915,100ml,2255
Yves Saint Laurent L'Homme Eau de Parfum Spray 100ml,"THE MODERN TRUE & INTENSE MAN The new L‚ÄôHOMME Eau de Parfum is dedicated to a man as cool, nonchalant, and magnetic as ever, that knows what‚Äôs edgy now is being true to himself. Rather than virtual connections, he craves real emotions. Confident enough to be open to his own feelings. And hers. I WANT TO KNOW YOU. THE FRAGRANCE. THE SENSUAL WARMTH OF AN ORANGE BOURBON SOUR The warmth of Bourbon notes in tension with the bitterness of orange reinvents L‚ÄôHOMME‚Äôs iconic woody signature in an even more powerful, intense version: L‚ÄôHOMME Eau de Parfum. A sophisticated blend composed by a vibrant sparkling top of bitter orange infused with noble Vetiver Heart from Haiti & a uniquely innovative ingredient, Oakwood infusion. An upcycled ingredient distilled from the wood chips of oak casks crafted by Seguin Moreau in Cognac. The oaks are sustainably sourced and selected for their superior aromatic profile. Shake. Serve. Succumb. THE BOTTLE. INFUSED WITH NEO-VINTAGE AESTHETICS. With its boldly oversized metallic hexagonal cap, L‚ÄôHOMME Eau de Parfum bottle reveals an ambery golden liquid in the rich tones of smooth Bourbon whisky. A reflection of the scent‚Äôs cool retro speakeasy vibe, the warmth of its fragrant cocktail, and the intensity of its sensual trail. Class in a glass bottle.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yves Saint Laurent,146.03,100ml,2256
Versace Man Eau Fraiche Eau de Toilette Spray 50ml,"Versace boast a selection of classic scents at Fragrance Direct. Versace Man Eau Fraiche Eau de Toilette is a fresh aquatic perfume for men. Perfect for a lover of luxury, who is stylish yet elegant. Versace Man presents a fragrance with an explosion of bergamot and black pepper, enveloped by sensual notes of kashmir wood and rich tobacco leaves. Ultra-sophisticated, for the man who knows how to enjoy life to the fullest! Versace Man Eau Fraiche opens with top notes of star fruit, lemon, cardamom, rosewood and bergamot. The fragrance then blends seamlessly into a unique heart of pepper, cedar, sage and tarragon. The base to Versace Eau Fraiche includes notes of sycamore, musk, lotus and amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,88.145,50ml,2257
ZARKOPERFUME ZARKOPERFUME Cloud Collection No.2 Eau de Parfum Spray 10ml,"A fresh, aquatic fragrance drawing deep inspiration from the sea, both the fresh intensity of the sea's surface, sinking down into the depths of slow ocean layers. A top of Japanese lemongrass ensures a vivid citrus note, jasmine gives the heart a sweet and sensual accord before the fragrance finishes in the slow emergence of seawater, musk and woods.

All Zarko Perfumes are cruelty free, vegan and use recycled packaging.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,ZARKOPERFUME,54.825,10ml,2258
Tommy Hilfiger Impact Together Eau de Toilette Spray 50ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,67.915,50ml,2259
Armaf Club De Nuit Intense Man Pure Parfum Spray 150ml,"A sophisticated masculine fragrance with bold tones of citrus, wood and spice. Club De Nuit Intense Man invites a fresh head of lemon, bergamot, pineapple, apple and blackcurrant. The heart features distinctive elements of birch, rose and jasmine. A final accord combines ambergris, musk, vanilla and patchouli.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,100.98,150ml,2260
Armaf Club De Nuit Sillage Eau de Parfum Spray 30ml,"Club de Nuit Sillage is a sharp and commanding fragrance delivering outstanding strength and tenacity. It uncovers a crisp citrus opening with bergamot, lemon, lime, ginger, and violet leaf. The heart is composed of florals; jasmine, iris, and rose meld together for a passionate accord. The base indulges sandalwood, musk, ambroxan, and cedar.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,33.915,30ml,2261
David Beckham Bold Instinct Eau de Parfum Spray 75ml,"Exuding power and conviction, this captivating woody aromatic David Beckham perfume is inspired by David's unapologetic personality.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,David Beckham,57.715,75ml,2262
Acqua Di Parma Colonia Pura Eau de Cologne Natural Spray 100ml,"Experience the joy and warmth of the Italian way of life with the Acqua di Parma Colonia Pura Eau de Cologne, a fragrance for men with citrus aquatic facets. A contemporary interpretation of the Italian cologne, Acqua di Parma Colonia Pura Eau de Cologne exudes inspiring energy and effortless charm. Anchored in passion and attention to detail, the elegant Eau de Cologne is made for a man of style, manners and taste. An ode to strong yet modern and open masculinity, Acqua di Parma Colonia Pura celebrates the many sides of the present-day gentleman.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,224.91,100ml,2263
Acqua Di Parma Colonia Leather Eau de Cologne Concentree Natural Spray 100ml,"Inspired by Italian leather and the savoir-faire of Italian tanneries in Tuscany, Colonia Leather is a stylish and unforgettable fragrance that combines the sophisticated freshness of Colonia with a warm aromatic leather accord.

The fragrance opens with a kaleidoscope of citrus fruit notes that blend perfectly with warm aromatic notes of rose, honeysuckle, Paraguayan petit grain and red thyme. Colonia Leather closes with a beautiful base that lends its name to the fragrance - a powerful leather accord in its deepest and most intense variety sublimated by a woody accent of Virginia cedarwood and spicy birchwood.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,273.87,100ml,2264
Acqua Di Parma Colonia Intensa Eau de Cologne Natural Spray 50ml,"Acqua di Parma creation was presented in 2007 as woody-leathery fragrance for men. It was created by two renowned noses, Alberto Morillas and Francois Demanchy. Colonia Intensa is masculine, intensive, noble and classical. It brings the sweet freshness of bergamot, citrus, cardamom and ginger in the top notes. The heart follows the aromatic line and is composed of myrtle, artemisia, neroli, cedar and Guaiac wood. The base unites leather, patchouli, benzoin and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,159.12,50ml,2265
Acqua Di Parma Colonia Eau de Cologne Natural Spray 180ml,"Acqua di Parma Colonia Eau de Cologne Spray is a fragrance for both men and women.
Described as Fresh, light and suitable for wear in all seasons, Colonia is Acqua Di Parmas signature scent, unique and fresh and will linger for hours.
With top notes of Grapefruit, Mint and Blood Mandarin. Heart notes of Rose absolute, Cinnamon and spice settled on a base of Leather, Wood, Amber and Indian Patchouli.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,295.29,180ml,2266
Acqua Di Parma Colonia Eau de Cologne Natural Spray 100ml,"Acqua di Parma Colonia Eau de Cologne Spray is a fragrance for both men and women.
Described as Fresh, light and suitable for wear in all seasons, Colonia is Acqua Di Parmas signature scent, unique and fresh and will linger for hours.
With top notes of Grapefruit, Mint and Blood Mandarin. Heart notes of Rose absolute, Cinnamon and spice settled on a base of Leather, Wood, Amber and Indian Patchouli.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,224.91,100ml,2267
Acqua Di Parma Colonia Essenza Eau de Cologne Natural Spray 50ml,"Acqua Di Parma Colonia Essenza. Reinterprets the values and essence of Colonia, their cult cologne created in 1916. Using the finest quality ingredients Acqua di Parma have created a citrus, woody fragrance with an assertive personality. The aromatic top notes of classical Italian citrus and rosemary are intertwined with a delicate floral combination of rose, jasmine and lily of the valley. A touch of subtle spicy clove adds a warmth which carries through to a rich, woody base with notes of intense patchouli, soft white moss and warm amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,156.4,50ml,2268
Acqua Di Parma Colonia Essenza Eau de Cologne Natural Spray 180ml,"Colonia Essenza by Acqua Di Parma was launched in 2010 as a twist on the classic Colonia fragrance. This powerful woody, citrus fragrance opens with top notes of Grapefruit, Mandarin and Petit Grain. Middle notes of White Musk and warm Amber create a vivid animalic accord before being blended with a woody base of Patchouli to finish off this unique fragrance.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,287.3,180ml,2269
Acqua Di Parma Colonia Essenza Eau de Cologne Natural Spray 100ml,"Acqua Di Parma Colonia Essenza. Reinterprets the values and essence of Colonia, their cult cologne created in 1916. Using the finest quality ingredients Acqua di Parma have created a citrus, woody fragrance with an assertive personality. The aromatic top notes of classical Italian citrus and rosemary are intertwined with a delicate floral combination of rose, jasmine and lily of the valley. A touch of subtle spicy clove adds a warmth which carries through to a rich, woody base with notes of intense patchouli, soft white moss and warm amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,219.3,100ml,2270
Acqua Di Parma Colonia Eau de Cologne Natural Spray 50ml,"Acqua di Parma Colonia Eau de Cologne Spray is a fragrance for both men and women.
Described as Fresh, light and suitable for wear in all seasons, Colonia is Acqua Di Parmas signature scent, unique and fresh and will linger for hours.
With top notes of Grapefruit, Mint and Blood Mandarin. Heart notes of Rose absolute, Cinnamon and spice settled on a base of Leather, Wood, Amber and Indian Patchouli.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,156.4,50ml,2271
Acqua Di Parma Colonia Futura Eau de Cologne Spray 50ml,"Colonia Futura is a breath of citrus freshness mingled with aromatic accords. It provides a crisp and refreshing opening with lemon, grapefruit, bergamot, and pink pepper. The heart crosses lavender and rosemary to meld a smooth aromatic core. The base finishes with a dry accord of vetiver.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,140.76,50ml,2272
Acqua Di Parma Colonia Futura Eau de Cologne Spray 180ml,"Colonia Futura is a breath of citrus freshness mingled with aromatic accords. It provides a crisp and refreshing opening with lemon, grapefruit, bergamot, and pink pepper. The heart crosses lavender and rosemary to meld a smooth aromatic core. The base finishes with a dry accord of vetiver.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,243.27,180ml,2273
Acqua Di Parma Colonia Intensa Eau de Cologne Natural Spray 180ml,"Acqua di Parma creation was presented in 2007 as woody-leathery fragrance for men. It was created by two renowned noses, Alberto Morillas and Francois Demanchy. Colonia Intensa is masculine, intensive, noble and classical. It brings the sweet freshness of bergamot, citrus, cardamom and ginger in the top notes. The heart follows the aromatic line and is composed of myrtle, artemisia, neroli, cedar and Guaiac wood. The base unites leather, patchouli, benzoin and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,295.29,180ml,2274
Acqua Di Parma Oud and Spice Eau de Parfum Spray 180ml,"Description coming soon.

Please note: we are unable to ship fragrances over 150ml outside of the UK",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,404.6,180ml,2275
Acqua Di Parma Oud and Spice Eau de Parfum Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,322.915,100ml,2276
Acqua Di Parma Sandalo Eau de Parfum Natural Spray 180ml,"A distinguished fragrance featuring crisp citrus alongside smooth aromatic notes. Sandalo conspires to bring a fresh citrus accord of bergamot, orange, lemon and petitgrain. The heart strikes a chord of lavender and cardamom before progressing into a smooth and comforting base of rich sandalwood, amber and tonka bean.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Acqua Di Parma,404.6,180ml,2277
Tommy Hilfiger Impact Eau de Toilette Spray 100ml & Travel Spray 4ml,"The next generation of doers‚Äîeveryday artists, entrepreneurs and innovators finding the courage within themselves to defy convention and break the mould. Impact disrupts traditional packaging design with a striking new totem modelled in the form of the Tommy Hilfiger ‚ÄúT.‚Äù The arresting bottle‚Äîitself a call to trigger the possibility of something more‚Äîshowcases smooth, curved glass, transparent in its ambition. Iconic red, white and blue stripes pay homage to the brand.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,87.975,100ml,2278
